permco_1,permco_2,ssd,comnam_1,ticker_1,comnam_2,ticker_2
53970,56119,0.8488025154706264,GUIDEWIRE SOFTWARE INC,GWRE,CANNAE HOLDINGS INC,CNNE
1610,20622,0.8489099122528168,KINGSTONE COMPANIES INC,KINS,EASTERN CO,EML
10210,12083,0.8489160139830874,CIRRUS LOGIC INC,CRUS,SANMINA CORP,SANM
31710,54407,0.8498395916125474,GUESS INC,GES,LINDBLAD EXPEDITIONS HLDS INC,LIND
31933,55928,0.8506854262141217,VAIL RESORTS INC,MTN,INGERSOLL RAND INC,IR
14828,53983,0.8515285324894817,PEGASYSTEMS INC,PEGA,EPAM SYSTEMS INC,EPAM
2527,17208,0.8545860139698953,KEWAUNEE SCIENTIFIC CORP,KEQU,PCTEL INC,PCTI
323,53300,0.855098132730183,ENERPAC TOOL GROUP CORP,EPAC,O P E N L A N E INC,KAR
8811,53407,0.8583925001700234,MARKEL GROUP INC,MKL,FIRST AMERICAN FINL CORP NEW,FAF
20340,21177,0.8588035360064925,BROWN FORMAN CORP,BF,MCDONALDS CORP,MCD
4560,55545,0.8594127311105177,TRANSCAT INC,TRNS,GLOBAL WATER RESOURCES INC,GWRS
13682,56500,0.8597293751258078,TAITRON COMPONENTS INC,TAIT,FRONTDOOR INC,FTDR
20098,20454,0.8605392634226294,AMERICAN REALTY INVESTORS INC,ARL,READING INTERNATIONAL INC,RDIB
14958,44623,0.8642037758973178,WILLIS LEASE FINANCE CORP,WLFC,MARLIN BUSINESS SVCS CORP,MRLN
16457,56334,0.8649844555039652,CAPITOL FEDERAL FINANCIAL INC,CFFN,COLUMBIA FINANCIAL INC,CLBK
54640,56270,0.8657051677312109,VINCE HOLDING CORP,VNCE,EVOLUS INC,EOLS
3031,52115,0.8672608359340628,MARCUS CORP,MCS,CINEMARK HOLDINGS INC,CNK
16065,20058,0.8695016664199111,MANHATTAN ASSOCIATES INC,MANH,SKYWORKS SOLUTIONS INC,SWKS
9868,45869,0.8698064434537228,MERCER INTERNATIONAL INC,MERC,NEENAH INC,NP
12378,55778,0.8713455662139757,WINMARK CORP,WINA,LAMB WESTON HOLDINGS INC,LW
21303,48766,0.8734338102212016,NORTHROP GRUMMAN CORP,NOC,AMERISAFE INC,AMSF
29768,37161,0.8748257071319141,SAGA COMMUNICATIONS INC,SGA,HEALTHSTREAM INC,HSTM
1015,54870,0.8753005382108592,CONSTELLATION BRANDS INC,STZ,SERVISFIRST BANCSHARES INC,SFBS
16182,21752,0.8768021929195338,CUMULUS MEDIA INC,CMLS,TIDEWATER INC NEW,TDW
9576,55775,0.877156238534965,JOHNSON OUTDOORS INC,JOUT,ACUSHNET HOLDINGS CORP,GOLF
20068,56168,0.8789665385366507,A B M INDUSTRIES INC,ABM,ASTRANA HEALTH INC,ASTH
1824,10039,0.8806879062401756,FRIEDMAN INDUSTRIES INC,FRD,HINGHAM INSTITUTION FOR SVGS MA,HIFS
13466,53763,0.8852960813420432,UNIVERSAL STNLESS & ALY PRODS IN,USAP,THERMON GROUP HOLDINGS INC,THR
11486,35167,0.8876741910446023,ORTHOFIX MEDICAL INC,OFIX,SKECHERS U S A INC,SKX
14098,21723,0.8882631600398827,SCHEIN HENRY INC,HSIC,TELEFLEX INC,TFX
46026,46169,0.8896750397105017,MACQUARIE INFRAST HLDGS LLC,MIC,W E X INC,WEX
41698,54822,0.8909765658336092,GLEN BURNIE BANCORP,GLBZ,HENNESSY ADVISORS INC,HNNA
5660,55961,0.8923410675472621,R C M TECHNOLOGIES INC,RCMT,SOLARIS ENERGY INFRSTR INC,SEI
11052,51213,0.8933427750837952,MONRO INC,MNRO,ALAUNOS THERAPEUTICS INC,TCRT
21482,56693,0.8943215341378286,R P C INC,RES,BRIGHAM MINERALS INC,MNRL
20253,21105,0.8981124048753635,BAKER HUGHES CO,BKR,LINCOLN NATIONAL CORP,LNC
11473,14888,0.8986290362476396,A G C O CORP,AGCO,CARRIAGE SERVICES INC,CSV
7135,32069,0.9009919603653104,REX AMERICAN RESOURCES CORP,REX,BAR HARBOR BANKSHARES,BHB
2088,21623,0.9014411720290316,ALLIENT INC,ALNT,CHAMPION HOMES INC,SKY
34857,46443,0.9015346931201906,SALISBURY BANCORP INC,SAL,KENTUCKY FIRST FEDERAL BANCORP,KFFB
12119,56003,0.9033393018944016,ANIKA THERAPEUTICS INC,ANIK,CODA OCTOPUS GROUP INC,CODA
7094,9360,0.9036125985341664,GALLAGHER ARTHUR J & CO,AJG,FAIR ISAAC CORP,FICO
44702,55493,0.9042269531401416,C K X LANDS INC,CKX,AVANGRID INC,AGR
904,44891,0.9047583223904372,CANTEL MEDICAL CORP,CMD,BANCORP INC,TBBK
1035,47011,0.9055436735453202,COCA COLA CONSOLIDATED INC,COKE,DISCOVERY INC,DISCA
15199,56416,0.908006919850613,VIASAT INC,VSAT,DIANTHUS THERAPEUTICS INC,DNTH
2238,54198,0.9095556763380108,HAWKINS INC,HWKN,BERRY GLOBAL GROUP INC,BERY
52956,53923,0.9105958992770028,DANA INC,DAN,MARRIOTT VACATIONS WORLDWIDE COR,VAC
4120,51337,0.9110456088626492,STEWART INFORMATION SVCS CORP,STC,OWENS CORNING NEW,OC
5230,29489,0.914424291258808,TELEPHONE & DATA SYSTEMS INC,TDS,BOSTON SCIENTIFIC CORP,BSX
47864,53423,0.9168378482457028,FIDELITY NATIONAL FINL INC NEW,FNF,LIMONEIRA CO,LMNR
10504,20616,0.9179749354277064,HOLOGIC INC,HOLX,REVVITY INC,RVTY
12608,20442,0.9187978953881588,FLAGSTAR FINANCIAL INC,FLG,CHICAGO RIVET & MACH CO,CVR
6407,21548,0.9201093374387512,FRANKLIN RESOURCES INC,BEN,S P X TECHNOLOGIES INC,SPXC
13447,32136,0.9218812673627016,VEECO INSTRUMENTS INC DEL,VECO,AFFILIATED MANAGERS GROUP INC,AMG
10855,21859,0.9226029584051336,DORMAN PRODUCTS INC,DORM,VARIAN MEDICAL SYSTEMS INC,VAR
55287,55384,0.9250520677207884,CABLE ONE INC,CABO,HOULIHAN LOKEY INC,HLI
9028,28836,0.9281115915174852,D M C GLOBAL INC,BOOM,HYSTER YALE INC,HY
8048,53264,0.9292349593987776,MICROSOFT CORP,MSFT,DOLLAR GENERAL CORP NEW,DG
10758,56011,0.9292856240190388,MATRIX SERVICE CO,MTRX,SITIO ROYALTIES CORP NEW,STR
53621,55879,0.9295104748488856,TARGA RESOURCES CORP,TRGP,PROPETRO HOLDING CORP,PUMP
9588,21758,0.9306116977488303,S V B FINANCIAL GROUP,SIVB,TIMKEN CO,TKR
15423,52924,0.9329584322403194,GULF ISLAND FABRICATION INC,GIFI,DALLASNEWS CORP,DALN
21916,53876,0.9353035761209864,WHIRLPOOL CORP,WHR,FORTUNE BRANDS INNOVATIONS INC,FBIN
21242,43140,0.9403834324538948,N V R INC,NVR,TRUBRIDGE INC,TBRG
21596,29710,0.9450052392378764,SEMTECH CORP,SMTC,KADANT INC,KAI
11934,51311,0.951289576720754,ROCKY BRANDS INC,RCKY,LEMAITRE VASCULAR INC,LMAT
10691,56117,0.9574401633069244,TRIMBLE INC,TRMB,ALTAIR ENGINEERING INC,ALTR
4685,56489,0.957514081190135,UNIFI INC,UFI,RIVERVIEW FINANCIAL CORP,RIVE
5653,55857,0.959266102627988,V S E CORP,VSEC,FOUNDATION BLDG MATERIALS INC,FBM
11706,54141,0.9641652461126458,CHEESECAKE FACTORY INC,CAKE,CHUYS HOLDINGS INC,CHUY
53332,53816,0.9657779936156036,M S G NETWORKS INC,MSGN,A M C NETWORKS INC,AMCX
4922,8179,0.9704519270597718,WILEY JOHN & SONS INC,WLY,INDEPENDENT BANK CORP MA,INDB
20898,56887,0.9726644763101128,HEICO CORP NEW,HEI,ALERUS FINANCIAL CORP,ALRS
20384,21055,0.9761779884344168,CAMPBELLS CO,CPB,KIMBERLY CLARK CORP,KMB
13521,21045,0.978809714586804,INSIGHT ENTERPRISES INC,NSIT,KENNAMETAL INC,KMT
21876,56498,0.9804512969347904,VULCAN MATERIALS CO,VMC,ELANCO ANIMAL HEALTH INC,ELAN
51198,55965,0.9806347308982908,COMMVAULT SYSTEMS INC,CVLT,ALTICE USA INC,ATUS
11050,12951,0.98265357371668,PROGRESS SOFTWARE CORP,PRGS,LANDMARK BANCORP INC,LARK
2612,12546,0.9861577276667652,DISTRIBUTION SOLUTIONS GROUP INC,DSGR,URBAN OUTFITTERS INC,URBN
7337,56103,0.988263061762138,MAYS J W INC,MAYS,PONCE FINANCIAL GROUP INC,PDLB
43332,53842,0.9889131691279434,RED ROBIN GOURMET BURGERS INC,RRGB,CHEFS WAREHOUSE INC,CHEF
43326,54270,0.9927892881895652,CALAVO GROWERS INC,CVGW,CHEMUNG FINANCIAL CORP,CHMG
27836,55850,0.994210776260938,RADNET INC,RDNT,VERRA MOBILITY CORP,VRRM
34992,55368,0.9958141842273024,GAMCO INVESTORS INC,GBL,PROVIDENT BANCORP INC MD,PVBC
29327,52889,0.9971189805798876,WABASH NATIONAL CORP,WNC,TITAN MACHINERY INC,TITN
15916,56830,0.9979983252202116,DENNYS CORP,DENN,IHEARTMEDIA INC,IHRT
47013,54377,0.9990017178871632,EXPEDIA GROUP INC,EXPE,INDEPENDENT BANK GROUP INC,IBTX
20550,25268,1.0001414690774793,WENDYS CO,WEN,MAGELLAN HEALTH INC,MGLN
20666,26503,1.001500392649196,ESPEY MANUFACTURING & ELCTRS COR,ESP,R G C RESOURCES INC,RGCO
20868,43520,1.0025472550301402,HALLIBURTON CO,HAL,CIMAREX ENERGY CO,XEC
42273,56458,1.002797178021465,ELEVANCE HEALTH INC,ELV,MID SOUTHERN BANCORP INC,MSVB
6992,55036,1.0035367480487245,R F INDUSTRIES LTD,RFIL,C B FINANCIAL SERVICES INC,CBFV
8372,30036,1.0048992098090423,TOLL BROTHERS INC,TOL,M I HOMES INC,MHO
15506,46701,1.0052363825387225,QORVO INC,QRVO,AIR TRANSPORT SERVICES GROUP INC,ATSG
54666,55428,1.0073445033591382,ARAMARK,ARMK,PERFORMANCE FOOD GROUP CO,PFGC
43620,53810,1.0123700188196187,WYNN RESORTS LTD,WYNN,MARATHON PETROLEUM CORP,MPC
15596,31764,1.0124894414433585,BANK O Z K,OZK,DOVER MOTORSPORTS INC,DVD
54037,55825,1.012713358892696,FORUM ENERGY TECHNOLOGIES INC,FET,RANGER OIL CORP,ROCC
21402,48779,1.0133335930300478,P V H CORP,PVH,UNDER ARMOUR INC,UA
39150,55001,1.0153239161013894,INTEGER HOLDINGS CORP,ITGR,V 2 X INC,VVX
39140,46697,1.0193732297206728,AVIENT CORP,AVNT,ZUMIEZ INC,ZUMZ
2235,4690,1.019835171701998,HURCO CO,HURC,UNITED GUARDIAN INC,UG
12908,14722,1.0204086145264564,OLYMPIC STEEL INC,ZEUS,TRUEBLUE INC,TBI
33864,53285,1.0237862042640096,CORTLAND BANCORP,CLDB,EMCLAIRE FINANCIAL CORP,EMCF
20345,21923,1.0267821694277417,MATERION CORP,MTRN,WILLIAMS COS,WMB
55280,55526,1.0315857666411097,ARCADIA BIOSCIENCES INC,RKDA,KINETA INC,KA
21247,45708,1.0320880577426137,NACCO INDUSTRIES INC,NC,ARQ INC,ARQ
16549,52396,1.0333644210058486,U S CONCRETE INC,USCR,DISCOVER FINANCIAL SERVICES,DFS
21594,21832,1.033694118129832,INTRICON CORP,IIN,R T X CORP,RTX
12197,44602,1.0361110067310138,BARRETT BUSINESS SERVICES INC,BBSI,APYX MEDICAL CORP,APYX
31907,53702,1.036755868918561,UNITY BANCORP INC,UNTY,CORNERSTONE ONDEMAND INC,CSOD
20543,20561,1.0371202842260934,CUMMINS INC,CMI,TARGET CORP,TGT
23511,55034,1.0371369164849846,PACKAGING CORP AMERICA,PKG,AVANOS MEDICAL INC,AVNS
45716,56860,1.040684269097336,HURON CONSULTING GROUP INC,HURN,CROSSFIRST BANKSHARES INC,CFB
33945,56158,1.04237112972859,S B FINANCIAL GROUP INC,SBFG,MERIDIAN CORP,MRBK
53059,56451,1.042566455644925,ENERGY RECOVERY INC,ERII,COASTAL FINANCIAL CORP,CCB
52811,53647,1.0503252413840996,PZENA INVESTMENT MANAGEMENT INC,PZN,BANKUNITED INC,BKU
45176,55208,1.0560433732817516,GREENHILL & CO INC,GHL,SUMMIT MATERIALS INC,SUM
53964,54602,1.0576167257392737,TRIPADVISOR INC,TRIP,COMMSCOPE HOLDING CO INC,COMM
1033,56079,1.0600317940643629,COHERENT INC,COHR,ECOVYST INC,ECVT
1103,20030,1.06044045149774,CHURCH & DWIGHT INC,CHD,AIR PRODUCTS & CHEMICALS INC,APD
46014,55699,1.0607722651070983,HIGHPOINT RESOURCES CORP,HPR,SUNDANCE ENERGY INC,SNDE
29936,56610,1.063179360023097,BORGWARNER INC,BWA,LEGACY HOUSING CORP,LEGH
15995,54881,1.063650754338522,SURMODICS INC,SRDX,AMPHASTAR PHARMACEUTICALS INC,AMPH
56681,56888,1.0639857258421972,MICROVAST HOLDINGS INC,MVST,AVEPOINT INC,AVPT
21125,37750,1.065157367584877,L G L GROUP INC,LGL,FIRST U S BANCSHARES INC,FUSB
53000,56775,1.065384127084423,QUANEX BUILDING PRODUCTS CORP,NX,I A A INC,IAA
21936,50979,1.0659652084757674,FOOT LOCKER INC,FL,SUMMIT STATE BANK,SSBI
8778,52788,1.0678362886528574,INVESTORS TITLE CO,ITIC,ULTA BEAUTY INC,ULTA
20010,53776,1.0679857602474034,AMERICAN AIRLINES GROUP INC,AAL,SPIRIT AIRLINES INC,SAVE
11304,20064,1.0692798808702395,MISONIX INC,MSON,HESS CORP,HES
5225,20060,1.0728751195695905,ASTRONOVA INC,ALOT,HOWMET AEROSPACE INC,HWM
20342,56126,1.073411012635629,CALERES INC,CAL,FUNKO INC,FNKO
9014,14648,1.075489255315142,MESA AIR GROUP INC NEV,MESA,MEDALLION FINANCIAL CORP,MFIN
12412,44292,1.08561558259957,PATHWARD FINANCIAL INC,CASH,TEXAS CAPITAL BANCSHARES INC,TCBI
12917,36337,1.0869967010245036,N N INC,NNBR,CIRCOR INTERNATIONAL INC,CIR
3178,11003,1.0878285203633669,NEWELL BRANDS INC,NWL,CORVEL CORP,CRVL
16561,31388,1.093243480745271,F 5 INC,FFIV,M S C INDUSTRIAL DIRECT INC,MSM
4805,54791,1.0943695842367518,VIRCO MFG CORP,VIRC,PROFIRE ENERGY INC,PFIE
20786,43791,1.0946272401431796,AEROJET ROCKETDYNE HOLDINGS INC,AJRD,C M E GROUP INC,CME
3217,54444,1.098335058888554,NORDSTROM INC,JWN,COTY INC,COTY
43519,43690,1.1038695794809663,CARMAX INC,KMX,P R A GROUP INC,PRAA
29992,53349,1.10539093458898,BOYD GAMING CORP,BYD,QUINSTREET INC,QNST
5195,21835,1.107794396357796,SUNATION ENERGY INC,SUNE,UNITIL CORP,UTL
2552,20585,1.107830651205239,KULICKE & SOFFA INDS INC,KLIC,DIODES INC,DIOD
53106,54087,1.109566309770197,GRAND CANYON EDUCATION INC,LOPE,SUPERNUS PHARMACEUTICALS INC,SUPN
7518,52247,1.1156587082341405,INSTEEL INDUSTRIES INC,IIIN,A E C O M,ACM
11958,12214,1.117919813280808,ARTIVION INC,AORT,FLIR SYSTEMS INC,FLIR
370,46149,1.118488452537759,ACME UNITED CORP,ACU,DOLBY LABORATORIES INC,DLB
31574,55581,1.1220312205925151,SOUTHERN COPPER CORP,SCCO,TURNING POINT BRANDS INC,TPB
20834,34715,1.1273472890289802,GOODYEAR TIRE & RUBBER CO,GT,RED LION HOTELS CORP,RLH
56175,56823,1.129291984114149,ENSYSCE BIOSCIENCES INC,ENSC,ADVANTAGE SOLUTIONS INC,ADV
12926,21033,1.1296764865556232,COPART INC,CPRT,KANSAS CITY SOUTHERN,KSU
317,11446,1.1297226072477358,APOGEE ENTERPRISES INC,APOG,MOHAWK INDUSTRIES INC,MHK
13650,30521,1.1329662155340263,CENCORA INC,COR,MCKESSON H B O C INC,MCK
8418,56692,1.133046997319589,AMERICAN WOODMARK CORP,AMWD,ALTA EQUIPMENT GROUP INC,ALTG
47216,56459,1.1338665674972177,R B C BEARINGS INC,RBC,FIRST WESTERN FINANCIAL INC,MYFW
53687,54593,1.1357574034966789,ALLY FINANCIAL INC,ALLY,ONEMAIN HOLDINGS INC,OMF
6653,52690,1.1363302990411506,BEL FUSE INC,BELFB,ARCHROCK INC,AROC
16678,50481,1.136814265516636,PERFICIENT INC,PRFT,TRANSDIGM GROUP INC,TDG
14602,21763,1.1377266758124125,F T I CONSULTING INC,FCN,TOOTSIE ROLL INDS INC,TR
20884,31841,1.1470413681932312,ENVIRI CORP,NVRI,TENNECO INC DE,TEN
35057,51423,1.1477119507976803,WESCO INTERNATIONAL INC,WCC,HERC HOLDINGS INC,HRI
32102,56753,1.1566896461721647,SONIDA SENIOR LIVING INC,SNDA,SONIM TECHNOLOGIES INC,SONM
7013,21731,1.1588541090237,LAM RESH CORP,LRCX,TERADYNE INC,TER
16188,56055,1.1592816040107323,COSTAR GROUP INC,CSGP,BLACK KNIGHT INC,BKI
5009,32191,1.159737900994284,WORTHINGTON ENTERPRISES INC,WOR,UNITED RENTALS INC,URI
714,36338,1.1631782268856248,PROTECTIVE INSURANCE CORP,PTVCA,CITIZENS HOLDING CO,CIZN
16665,21100,1.1643019704312043,ZIFF DAVIS INC,ZD,VECTOR GROUP LTD,VGR
37938,55158,1.1668238079944286,ILLUMINA INC,ILMN,BOX INC,BOX
9654,48786,1.167833589394784,COMTECH TELECOMMUNICATIONS CORP,CMTL,BROOKDALE SENIOR LIVING INC,BKD
45728,54826,1.1701236461904498,THERAVANCE INC,INVA,PHIBRO ANIMAL HEALTH CORP,PAHC
20493,54878,1.1735317185012606,D X C TECHNOLOGY CO,DXC,METALLUS INC,MTUS
2971,54685,1.1737362307749717,M S A SAFETY INC,MSA,XENCOR INC,XNCR
14143,45004,1.1771741642210312,ADVANCED ENERGY INDUSTRIES INC,AEIS,ULTRA CLEAN HOLDINGS INC,UCTT
8317,8600,1.179291428858854,WERNER ENTERPRISES INC,WERN,MARTEN TRANSPORT LTD,MRTN
4402,37659,1.1835457849798212,TEAM INC,TISI,BERKSHIRE HILLS BANCORP INC,BHLB
43340,55903,1.1861731379203286,C I T GROUP INC NEW,CIT,CADENCE BANCORP,CADE
21130,50867,1.1939429790140386,M D C HOLDINGS INC,MDC,P G T INNOVATIONS INC,PGTI
892,1222,1.1939621439806412,CHESAPEAKE UTILITIES CORP,CPK,CALIFORNIA WATER SERVICE GROUP,CWT
47428,54366,1.1941991752329346,EVERI HOLDINGS INC,EVRI,UNITED PARKS & RESORTS INC,PRKS
9440,54084,1.1948938706886394,FASTENAL CO,FAST,META PLATFORMS INC,META
3333,56411,1.1969594784360635,ITERIS INC,ITI,I3 VERTICALS INC,IIIV
4381,21035,1.2064515038671748,TAYLOR DEVICES INC,TAYD,EVERGY INC,EVRG
15994,54563,1.2077475140955491,PC CONNECTION INC,CNXN,PREMIER INC,PINC
8596,51338,1.2083040287007674,ENCOMPASS HEALTH CORP,EHC,LEIDOS HOLDINGS INC,LDOS
10817,15692,1.2127289627499145,AAON INC,AAON,FARO TECHNOLOGIES INC,FARO
2636,16029,1.2143705848532047,LEGGETT & PLATT INC,LEG,COLUMBIA SPORTSWEAR CO,COLM
6689,9023,1.215388609916524,CALAMP CORP,CAMP,AMERICAS CAR MART INC,CRMT
53214,54297,1.2225283389494257,SELECT MEDICAL HOLDINGS CORP,SEM,BRIGHT HORIZONS FAM SOL INC NEW,BFAM
352,913,1.2252499862790571,TRECORA RESOURCES,TREC,CITIZENS INC,CIA
53639,55292,1.226459713448938,OCONEE FEDERAL FINANCIAL CORP,OFED,ENERGIZER HOLDINGS INC NEW,ENR
9188,50601,1.2300034037790264,SANDERSON FARMS INC,SAFM,VANDA PHARMACEUTICALS INC,VNDA
15471,45467,1.231601744948057,RAMBUS INC,RMBS,COHEN & STEERS INC,CNS
21603,46168,1.2334084452402088,SERVOTRONICS INC,SVT,MANITEX INTERNATIONAL INC,MNTX
10256,51555,1.2347961037660673,COGNEX CORP,CGNX,I P G PHOTONICS CORP,IPGP
53406,54291,1.2408602360446106,EXPRESS INC,EXPR,P B F ENERGY INC,PBF
21599,54973,1.243991020226527,SERVICE CORP INTERNATIONAL,SCI,VIA RENEWABLES INC,VIA
11857,53769,1.253039502575327,S M ENERGY CO,SM,KOSMOS ENERGY LTD DE,KOS
51321,51635,1.2577286514584824,ARMSTRONG WORLD INDS INC NEW,AWI,EMPLOYERS HOLDINGS INC,EIG
16758,54063,1.258200169796766,NETSCOUT SYSTEMS INC,NTCT,PROOFPOINT INC,PFPT
54790,54812,1.25931242567639,PAYLOCITY HOLDING CORP,PCTY,PAYCOM SOFTWARE INC,PAYC
11455,14498,1.2601576676524533,ASURE SOFTWARE INC,ASUR,OPTICAL CABLE CORP,OCC
3860,52295,1.2605718432548825,R L I CORP,RLI,INTERACTIVE BROKERS GROUP INC,IBKR
26080,30975,1.261375739267028,TYLER TECHNOLOGIES INC,TYL,DAVITA INC,DVA
20594,55918,1.262730388002237,DONNELLEY R R & SONS CO,RRD,N C S MULTISTAGE HOLDINGS INC,NCSM
21695,55363,1.2647980541754895,TRINITY PLACE HOLDINGS INC,TPHS,NEOS THERAPEUTICS INC,NEOS
30251,55841,1.264956694849681,BEAZER HOMES USA INC,BZH,JELD WEN HOLDING INC,JELD
11157,21948,1.2693612144149975,WIRELESS TELECOM GROUP INC,WTT,SPECTRUM BRANDS HOLDINGS INC NEW,SPB
7556,55056,1.2701960304244957,CADIZ INC,CDZI,OVERSEAS SHIPHOLDING GROUP INC,OSG
20484,54589,1.2704432196023543,COMMERCIAL METALS CO,CMC,RE MAX HOLDINGS INC,RMAX
55794,55805,1.2725366880066842,SMART SAND INC,SND,CONDUENT INC,CNDT
54985,55078,1.2742126309800537,RYERSON HOLDING CORP,RYI,INSPIRED ENTERTAINMENT INC,INSE
11758,21322,1.2768254541816784,VERTEX ENERGY INC,VTNR,OCCIDENTAL PETROLEUM CORP,OXY
16365,20193,1.2796316724422463,C F BANKSHARES INC,CFBK,AMREP CORP,AXR
53060,54499,1.285190759175297,H C I GROUP INC,HCI,MURPHY USA INC,MUSA
2784,55105,1.2873866272310583,MAUI LAND & PINEAPPLE CO INC,MLP,COHERUS BIOSCIENCES INC,CHRS
54883,56718,1.2915628804252757,ARDELYX INC,ARDX,PARSONS CORP,PSN
40143,55624,1.294539051280352,TAPESTRY INC,TPR,RANDOLPH BANCORP INC,RNDB
13273,20982,1.2990820264455678,CANTERBURY PARK HOLDING CORP,CPHC,CORECARD CORP,CCRD
20538,20908,1.3049852734359084,CROWN CRAFTS INC,CRWS,H P INC,HPQ
51094,53929,1.3104063154133936,EVERCORE INC,EVR,ACADIA HEALTHCARE CO INC,ACHC
15339,53892,1.3151062413201304,SILGAN HOLDINGS INC,SLGN,GENIE ENERGY LTD,GNE
47217,55401,1.3151868140187477,RUTHS HOSPITALITY GROUP INC,RUTH,J ALEXANDERS HOLDINGS INC,JAX
11253,34660,1.3156039455354942,QUALCOMM INC,QCOM,QUANTA SERVICES INC,PWR
45186,45732,1.316518773480398,X P O INC,XPO,TEXAS ROADHOUSE INC,TXRH
4604,37737,1.3184582108409688,TWIN DISC INC,TWIN,PACIFIC MERCANTILE BANCORP,PMBC
43281,55836,1.320233561761868,WESTWOOD HOLDINGS GROUP INC,WHG,VAREX IMAGING CORP,VREX
20782,52142,1.3227117600563802,TEGNA INC,TGNA,TFS FINANCIAL CORP,TFSL
12574,56762,1.3258991951384385,RADIUS RECYCLING INC,RDUS,MAYVILLE ENGINEERING CO INC,MEC
29506,54762,1.3295740674346803,FRANKLIN COVEY CO,FC,OUTFRONT MEDIA INC,OUT
20881,31890,1.3299494291167773,HARLEY DAVIDSON INC,HOG,INSPERITY INC,NSP
12530,15563,1.3319257355831455,PATTERSON U T I ENERGY INC,PTEN,HELIX ENERGY SOLUTIONS GROUP INC,HLX
45197,54424,1.3319906165750774,NUVASIVE INC,NUVA,BLUEBIRD BIO INC,BLUE
6515,9971,1.3348735212286305,CASEYS GENERAL STORES INC,CASY,LINDSAY CORP,LNN
20435,53550,1.3359419618233264,CHEMED CORP NEW,CHE,BOOZ ALLEN HAMILTON HOLDING CORP,BAH
37660,50184,1.3379058123565055,CHARLES RIVER LABS INTL INC,CRL,CHIPOTLE MEXICAN GRILL INC,CMG
10107,15890,1.3381243921592645,BIO TECHNE CORP,TECH,POWER INTEGRATIONS INC,POWI
14243,55133,1.34044763006535,AMNEAL PHARMACEUTICALS INC,AMRX,NEW RELIC INC,NEWR
3588,31832,1.345028287301862,PARK OHIO HOLDINGS CORP,PKOH,N C R VOYIX CORP,VYX
31994,51096,1.3464072866086192,COMFORT SYSTEMS USA INC,FIX,HANESBRANDS INC,HBI
55955,56466,1.3508631813372742,SEACOR MARINE HOLDINGS INC,SMHI,WISA TECHNOLOGIES INC,WISA
53113,53282,1.3517330387743969,VIRTUS INVESTMENT PARTNERS INC,VRTS,COWEN INC,COWN
37148,53242,1.3529884074338168,C M C MATERIALS INC,CCMP,ADDUS HOMECARE CORP,ADUS
55162,56538,1.353913723418677,SHAKE SHACK INC,SHAK,ANAPLAN INC,PLAN
9375,55257,1.356167502453013,MIDDLEBY CORP,MIDD,FTAI AVIATION LTD,FTAI
7788,56811,1.3565985619949572,PEOPLES BANCORP NC INC NEW,PEBK,PROSIGHT GLOBAL INC,PROS
21102,56288,1.358379395574825,LILLY ELI & CO,LLY,DROPBOX INC,DBX
11542,54169,1.3584726205314062,U S PHYSICAL THERAPY INC,USPH,SOUND FINANCIAL BANCORP INC,SFBC
10989,53399,1.358935940683741,I D E X X LABORATORIES INC,IDXX,S P S COMMERCE INC,SPSC
614,5286,1.3593749846425889,BOWL AMERICA INC,BWL,C S P INC,CSPI
54955,56000,1.3626200122137275,HEALTHEQUITY INC,HQY,BRIGHTHOUSE FINANCIAL INC,BHF
56800,56956,1.365742311414158,B T R S HOLDINGS INC,BTRS,MOMENTUS INC,MNTS
55404,56101,1.367625225292566,C S W INDUSTRIAL INC,CSWI,MERCHANTS BANCORP,MBIN
6304,53463,1.368822405655838,CINTAS CORP,CTAS,K K R & CO INC,KKR
1852,51966,1.371295831103987,FOSTER L B CO,FSTR,DOMTAR CORP,UFS
1418,11235,1.377807332320138,DUCOMMUN INC DE,DCO,WISDOMTREE INC,WT
20851,34977,1.3805980920055614,VIAD CORP,VVI,AUDACY INC,AUD
30446,42915,1.3847025624319969,GREENBRIER COMPANIES INC,GBX,ASBURY AUTOMOTIVE GROUP INC,ABG
10299,54043,1.384712633688141,HALLMARK FINANCIAL SERVICES INC,HALL,AMPLIFY ENERGY CORP,AMPY
11506,55123,1.3916037811842998,BUCKLE INC,BKE,TRIUMPH FINANCIAL INC,TFIN
11713,52975,1.3940798463823765,ASGN INC,ASGN,HILLENBRAND INC,HI
21168,51459,1.3941135603146602,MATTEL INC,MAT,WILLDAN GROUP INC,WLDN
3659,55343,1.398975406857475,SENECA FOODS CORP NEW,SENEB,LUMENTUM HOLDINGS INC,LITE
644,56297,1.4057540382172498,BRIDGFORD FOODS CORP,BRID,FNCB BANCORP INC,FNCB
9117,44505,1.4066368542033787,CATO CORP NEW,CATO,A N I PHARMACEUTICALS INC,ANIP
54318,54772,1.410171249086833,BOISE CASCADE CO,BCC,TRINET GROUP INC,TNET
7864,11042,1.4110206148004227,HENRY JACK & ASSOC INC,JKHY,VERTEX PHARMACEUTICALS INC,VRTX
3914,14845,1.4118136327754476,ROYAL GOLD INC,RGLD,USANA HEALTH SCIENCES INC,USNA
12516,51568,1.4119589873065916,PALATIN TECHNOLOGIES INC,PTN,SALLY BEAUTY HOLDINGS INC,SBH
