permco_1,permco_2,ssd,comnam_1,ticker_1,naics_1,comnam_2,ticker_2,naics_2
16285,21458,0.7825261430314893,EBAY INC,EBAY,459999,PUBLIC SERVICE ENTERPRISE GP INC,PEG,221118
10594,21948,0.7830975265550053,AUTONATION INC DEL,AN,441110,SPECTRUM BRANDS HOLDINGS INC NEW,SPB,335210
8810,56690,0.785610359777517,WEBSTER FINANCIAL CORP,WBS,522110,ZOOM COMMUNICATIONS INC,ZM,541511
676,6765,0.7861126776321129,BASSETT FURNITURE INDUSTRIES INC,BSET,337122,THOR INDUSTRIES INC,THO,336213
20068,21893,0.7861550639564853,A B M INDUSTRIES INC,ABM,238210,WATSCO INC,WSO,423730
7267,56610,0.7865521903754327,UNITEDHEALTH GROUP INC,UNH,524114,LEGACY HOUSING CORP,LEGH,459930
56827,58181,0.7867272705290977,FIRST SEACOAST BANCORP INC,FSEA,522180,ENDEAVOR GROUP HOLDINGS INC,EDR,711410
9245,11361,0.7872830569182944,CADENCE DESIGN SYSTEMS INC,CDNS,513210,SYNOPSYS INC,SNPS,513210
1425,21305,0.7874524889209308,FLOWSERVE CORP,FLS,333996,WELLS FARGO & CO NEW,WFC,522110
31196,54162,0.7885034594482698,LAUDER ESTEE COS INC,EL,325620,BLOOMIN BRANDS INC,BLMN,722511
3624,29489,0.7903891540927237,BROWN & BROWN INC,BRO,524210,BOSTON SCIENTIFIC CORP,BSX,339112
56994,57387,0.7938112738161915,REYNOLDS CONSUMER PRODUCTS INC,REYN,322220,GUILD HOLDINGS CO,GHLD,522390
52975,57592,0.7962157126910188,HILLENBRAND INC,HI,333248,CERTARA INC,CERT,513210
43253,55170,0.7964214905395255,HOOKER FURNISHINGS CORP,HOFT,337126,FIRST NORTHWEST BANCORP,FNWB,522110
1519,9764,0.796845848558313,EMERSON RADIO CORP,MSN,334310,M G M RESORTS INTERNATIONAL,MGM,721110
157,10224,0.799592272782796,MATSON INC,MATX,488510,GEN DIGITAL INC,GEN,541512
4881,56630,0.8008493737709064,WD 40 CO,WDFC,324191,RHINEBECK BANCORP INC,RBKB,561499
45878,53059,0.8013283862971493,MARKETAXESS HLDGS INC,MKTX,523150,ENERGY RECOVERY INC,ERII,213112
655,56887,0.8032461054925384,BIO RAD LABORATORIES INC,BIO,334516,ALERUS FINANCIAL CORP,ALRS,522110
55496,56213,0.8111969349348643,ONCOCYTE CORP,OCX,325412,AMERICOLD REALTY TRUST INC,COLD,523991
21329,56127,0.8120929507238732,OLIN CORP,OLN,325180,SPERO THERAPEUTICS INC,SPRO,325412
52287,54881,0.8140463325575944,CLEAN ENERGY FUELS CORP,CLNE,221210,AMPHASTAR PHARMACEUTICALS INC,AMPH,325412
20257,20357,0.818319110685418,BALL CORP,BALL,332431,CIGNA GROUP,CI,524114
30381,32191,0.8184165850169167,EAGLE MATERIALS INC,EXP,327310,UNITED RENTALS INC,URI,532490
20283,52396,0.8195486110175244,APPLIED INDUSTRIAL TECHS INC,AIT,423840,DISCOVER FINANCIAL SERVICES,DFS,522110
1557,52292,0.8232984191855208,ENZO BIOCHEM INC,ENZ,621511,AMICUS THERAPEUTICS INC,FOLD,325412
12457,20836,0.8246136687480352,GARTNER INC,IT,541910,GORMAN RUPP CO,GRC,333996
54396,55471,0.8249610429064977,VOYA FINANCIAL INC,VOYA,524113,ASSOCIATED CAPITAL GROUP INC,AC,523910
53106,54593,0.8274681637030076,GRAND CANYON EDUCATION INC,LOPE,611310,ONEMAIN HOLDINGS INC,OMF,522291
20659,54748,0.8289817735463726,EQUIFAX INC,EFX,561499,VARONIS SYSTEMS INC,VRNS,513210
12185,58236,0.8307924501309609,PAPA JOHNS INTL INC,PZZA,722511,ZIPRECRUITER INC,ZIP,541611
3487,20587,0.8311328111639662,PACCAR INC,PCAR,336110,DISNEY WALT CO,DIS,713110
8743,12147,0.831338019800231,ORASURE TECHNOLOGIES INC,OSUR,339112,TITAN INTERNATIONAL INC ILL,TWI,331110
13524,34751,0.8314128157351481,UPBOUND GROUP INC,UPBD,532490,INNOSPEC INC,IOSP,324110
56381,58315,0.8319789401945855,UNITY BIOTECHNOLOGY INC,UBX,541715,MARQETA INC,MQ,518210
3840,59444,0.8323517106133054,REGAL REXNORD CORP,RRX,335312,MASTERBRAND INC,MBC,444180
20561,44505,0.8341171521286869,TARGET CORP,TGT,455219,A N I PHARMACEUTICALS INC,ANIP,325412
29506,55487,0.8350365687385146,FRANKLIN COVEY CO,FC,541611,MATCH GROUP INC NEW,MTCH,561499
11111,17469,0.8358486349874944,NATIONAL BEVERAGE CORP,FIZZ,312111,NATIONAL BANKSHARES INC,NKSH,522110
15236,58596,0.8359674117858191,HYPERSCALE DATA INC,GPUS,334419,TRANSCODE THERAPEUTICS INC,RNAZ,424210
37938,42769,0.8398058822140959,ILLUMINA INC,ILMN,334516,COGENT COMMUNICATIONS HLDS INC,CCOI,517121
6185,21332,0.8416158659812403,STIFEL FINANCIAL CORP,SF,523150,ONEOK INC NEW,OKE,221210
13913,21022,0.8418344021024069,AMCON DISTRIBUTING CO,DIT,424940,TRANSCONTINENTAL REALTY INVS INC,TCI,531110
21308,37660,0.8420264091779432,NUCOR CORP,NUE,332312,CHARLES RIVER LABS INTL INC,CRL,541380
11981,54366,0.8425428584764244,UNITED BANCORP INC OH,UBCP,522110,UNITED PARKS & RESORTS INC,PRKS,713110
4589,20887,0.8437616317921008,TETRA TECH INC,TTEK,541330,HASBRO INC,HAS,339930
9438,58984,0.8442364722306938,NORTHEAST BANK,NBN,522110,THIRD COAST BANCSHARES INC,TCBX,522110
11003,54151,0.8453543363651858,CORVEL CORP,CRVL,561110,HOMETRUST BANCSHARES INC,HTBI,551112
21869,53443,0.8455864489649506,VISHAY INTERTECHNOLOGY INC,VSH,334416,VISHAY PRECISION GROUP INC,VPG,334416
51568,56998,0.8456076366163612,SALLY BEAUTY HOLDINGS INC,SBH,459999,BOGOTA FINANCIAL CORP,BSBK,561499
52301,57021,0.8498209586970287,INSULET CORP,PODD,339112,CHOICEONE FINANCIAL SERVICES INC,COFS,522110
20493,21916,0.8531155304519091,D X C TECHNOLOGY CO,DXC,541513,WHIRLPOOL CORP,WHR,335220
3418,14659,0.8558605453420948,OTTER TAIL CORP,OTTR,221118,NEUROCRINE BIOSCIENCES INC,NBIX,325414
56234,56466,0.8589177201338756,GRYPHON DIGITAL MINING INC,GRYP,518210,WISA TECHNOLOGIES INC,WISA,334413
3659,6412,0.8600751195626402,SENECA FOODS CORP NEW,SENEB,311421,S L M CORP,SLM,523150
32108,56774,0.8615014985421754,INNOVEX INTERNATIONAL INC,INVX,333132,GROCERY OUTLET HOLDING CORP,GO,445110
4655,53696,0.8625648355257963,UNIVERSAL HEALTH SERVICES INC,UHS,622110,H C A HEALTHCARE INC,HCA,622110
2075,53763,0.8633887869511383,HAEMONETICS CORP MASS,HAE,339112,THERMON GROUP HOLDINGS INC,THR,541330
12108,46024,0.8658146852232511,JABIL INC,JBL,334418,LAS VEGAS SANDS CORP,LVS,721110
53242,59644,0.8691418785810912,ADDUS HOMECARE CORP,ADUS,621610,VERALTO CORP,VLTO,334515
8778,9449,0.8693749161794273,INVESTORS TITLE CO,ITIC,524127,CENTRAL PACIFIC FINANCIAL CORP,CPF,522110
14863,51815,0.8711544895244889,T T E C HOLDINGS INC,TTEC,561320,CARPARTS COM INC,PRTS,441330
31907,56301,0.8740790143586497,UNITY BANCORP INC,UNTY,522110,O P BANCORP,OPBK,551112
4998,58517,0.8746290013624773,WEST PHARMACEUTICAL SERVICES INC,WST,326299,ALIGHT INC,ALIT,518210
10937,16668,0.87492657147394,IONIS PHARMACEUTICALS INC,IONS,325412,BIOMARIN PHARMACEUTICAL INC,BMRN,325412
9222,11112,0.8782668364663903,DESTINATION X L GROUP INC,DXLG,458110,BIOGEN INC,BIIB,325414
47214,50314,0.8792283291376786,OMEGA FLEX INC,OFLX,332510,KOPPERS HOLDINGS INC,KOP,424690
15267,55794,0.8814408547922983,HELIOS TECHNOLOGIES INC,HLIO,332912,SMART SAND INC,SND,423320
11358,20454,0.8870163092455886,SCHOLASTIC CORP,SCHL,513130,READING INTERNATIONAL INC,RDIB,512131
8418,11161,0.8889458787010044,AMERICAN WOODMARK CORP,AMWD,337110,OLD DOMINION FREIGHT LINE INC,ODFL,484121
14494,55614,0.8896751754459841,K V H INDUSTRIES INC,KVHI,334220,SIMPLY GOOD FOODS CO,SMPL,311999
48773,57459,0.8899735580751167,IROBOT CORP,IRBT,335210,PROCESSA PHARMACEUTICALS INC,PCSA,325412
54657,55000,0.890201859546897,L G I HOMES INC,LGIH,236116,CAESARS ENTERTAINMENT INC DE,CZR,711219
45270,56164,0.8906835505444376,C B R E GROUP INC,CBRE,531210,NEWMARK GROUP INC,NMRK,531210
45559,56701,0.8912205606537168,SOUTHERN FIRST BANCSHARES INC,SFST,522110,FIRST NATIONAL CORP VA,FXNC,551111
54287,58588,0.893016125864037,ABBVIE INC,ABBV,325412,PB BANKSHARES INC,PBBK,522110
55361,55684,0.8933402031588529,LIVE OAK BANCSHARES INC,LOB,522110,ADVANSIX INC,ASIX,325211
33945,41815,0.8948432584266731,S B FINANCIAL GROUP INC,SBFG,522110,EVANS BANCORP INC,EVBN,522110
59255,59585,0.8949679199381567,ACLARION INC,ACON,561499,BENEFICIENT,BENF,523910
43845,58010,0.898210267109804,FIRST COMMUNITY CORP SC,FCCO,522110,VIRGINIA NATL BANKSHARES CORP,VABK,522110
38463,53405,0.8992760084601319,SPARTANNASH CO,SPTN,424410,DOUGLAS DYNAMICS INC,PLOW,333120
38406,41154,0.9011952730784913,BRUKER CORP,BRKR,334516,ALIGN TECHNOLOGY INC,ALGN,339114
54311,59201,0.9019107722359484,LIBERTY MEDIA CORP 3RD NEW,FWONK,516210,BELLRING BRANDS INC NEW,BRBR,311514
21401,56668,0.9026272716495045,CONOCOPHILLIPS,COP,213112,DOW INC,DOW,325211
12525,46844,0.9116487928914448,FIRST FINANCIAL BANKSHARES INC,FFIN,522110,BANKFINACIAL CORP,BFIN,522180
11506,15243,0.9145271763921752,BUCKLE INC,BKE,458110,LITHIA MOTORS INC,LAD,441110
14648,56288,0.9154365294490536,MEDALLION FINANCIAL CORP,MFIN,522299,DROPBOX INC,DBX,513210
14243,32039,0.9183532015952434,AMNEAL PHARMACEUTICALS INC,AMRX,424210,JONES LANG LASALLE INC,JLL,531210
54195,55836,0.9188026401889431,QUALYS INC,QLYS,513210,VAREX IMAGING CORP,VREX,334517
44184,44506,0.9188047304087275,MOLINA HEALTHCARE INC,MOH,621111,CARTERS INC,CRI,458110
54318,55976,0.9221161953217122,BOISE CASCADE CO,BCC,321113,ACCEL ENTERTAINMENT INC,ACEL,711510
55287,58509,0.9243014422285336,CABLE ONE INC,CABO,516210,CYTEK BIOSCIENCES INC,CTKB,334516
2767,57405,0.926229883588689,MANITOWOC CO INC,MTW,333924,HOLLEY INC,HLLY,336390
10905,56553,0.9277090985609723,FIRSTCASH HOLDINGS INC,FCFS,459510,UTZ BRANDS INC,UTZ,311919
43449,55208,0.9295505468333427,BANC OF CALIFORNIA INC,BANC,522110,SUMMIT MATERIALS INC,SUM,212312
10691,46162,0.9295871908100385,TRIMBLE INC,TRMB,334519,PRESTIGE CONSUMER HEALTHCARE INC,PBH,325412
55827,56483,0.9305388028892524,SENESTECH INC,SNES,325320,BIONANO GENOMICS INC,BNGO,334516
21068,29009,0.9307598441659963,KROGER CO,KR,445110,AUTOZONE INC,AZO,441330
54627,58309,0.9307866780967983,CHEGG INC,CHGG,519210,N2OFF INC,NITO,333111
53983,58505,0.9367638943484647,EPAM SYSTEMS INC,EPAM,541511,PAYCOR HCM INC,PYCR,513210
43690,55362,0.9379706702607893,P R A GROUP INC,PRAA,561440,MASTERCRAFT BOAT HOLDINGS INC,MCFT,336612
16695,20470,0.9381102149177657,1 800 FLOWERS COM INC,FLWS,459999,COHU INC,COHU,334515
11300,59618,0.947346217928194,GILEAD SCIENCES INC,GILD,325412,BV FINANCIAL INC,BVFL,522180
21658,56875,0.9484262738743616,STANDARD MOTOR PRODUCTS INC,SMP,336390,ENVISTA HOLDINGS CORP,NVST,339114
8278,10855,0.9526484837847742,DAILY JOURNAL CORP,DJCO,513110,DORMAN PRODUCTS INC,DORM,336390
20392,50481,0.9536248177280703,CARLISLE COMPANIES,CSL,324122,TRANSDIGM GROUP INC,TDG,336413
21185,22462,0.9539175093256018,C V S HEALTH CORP,CVS,456110,O I GLASS INC,OI,327213
58998,59446,0.9545015117730461,CADRE HOLDINGS INC,CDRE,339113,G E HEALTHCARE TECHNOLOGIES INC,GEHC,334517
44721,55404,0.9558616190251437,PIPER SANDLER COMPANIES,PIPR,523150,C S W INDUSTRIAL INC,CSWI,333998
21247,58229,0.9563752914665103,NACCO INDUSTRIES INC,NC,335210,WHERE FOOD COMES FROM INC,WFCF,519290
50701,51094,0.9568797331479242,MUELLER WATER PRODUCTS INC,MWA,332911,EVERCORE INC,EVR,523150
53988,55141,0.9571174306859959,PROTO LABS INC,PRLB,332312,WORKIVA INC,WK,513210
1856,12654,0.9639765364335295,FIRST HORIZON CORP,FHN,522110,LAUREATE EDUCATION INC,LAUR,611310
5009,56660,0.9642127840833676,WORTHINGTON ENTERPRISES INC,WOR,331221,ZYNEX INC,ZYXI,334510
57241,58320,0.9658596591848321,HARMONY BIOSCIENCES HLDGS INC,HRMY,325412,FIRST ADVANTAGE CORP,FA,541611
39150,55582,0.9676740930647931,INTEGER HOLDINGS CORP,ITGR,423450,US FOODS HOLDING CORP,USFD,424470
21783,59749,0.9682044403097965,TRINITY INDUSTRIES INC,TRN,336510,N B BANCORP INC,NBBK,551111
43519,58921,0.968820841513266,CARMAX INC,KMX,441120,BAYFIRST FINANCIAL CORP,BAFN,551111
12863,55928,0.9700137697344489,TRACTOR SUPPLY CO NEW,TSCO,459999,INGERSOLL RAND INC,IR,333413
54933,56897,0.9709003057224359,PAR PACIFIC HOLDINGS INC,PARR,211120,PROGYNY INC,PGNY,621111
9798,50489,0.9711061587386001,O D P CORP,ODP,423420,GREEN PLAINS INC,GPRE,325199
20550,21866,0.9739187534953923,WENDYS CO,WEN,722511,PARAMOUNT GLOBAL,PARA,516120
53399,56212,0.9751601586326979,S P S COMMERCE INC,SPSC,518210,A D T INC,ADT,561621
57993,59347,0.9840431560750934,GRI BIO INC,GRI,424210,LUXURBAN HOTELS INC,LUXH,531210
727,51338,0.9851059685615287,CACI INTERNATIONAL INC,CACI,541512,LEIDOS HOLDINGS INC,LDOS,541512
53207,54888,0.9866142883247195,CHINA PHARMA HOLDINGS INC,CPHI,325412,GOPRO INC,GPRO,423710
16182,55320,0.989229337145036,CUMULUS MEDIA INC,CMLS,516210,QUALIGEN THERAPEUTICS INC,QLGN,325412
317,323,0.9897420959422814,APOGEE ENTERPRISES INC,APOG,327215,ENERPAC TOOL GROUP CORP,EPAC,333995
53698,54509,0.9906591775142487,MAGNACHIP SEMICONDUCTOR CORP,MX,334413,FOX FACTORY HOLDING CORP,FOXF,336991
21348,31946,0.9940290176114109,OXFORD INDUSTRIES INC,OXM,315250,AUTOLIV INC,ALV,336390
2612,4815,0.9958472350951422,DISTRIBUTION SOLUTIONS GROUP INC,DSGR,423840,VILLAGE SUPER MARKET INC,VLGEA,445110
16578,46890,1.0004383630119953,SIERRA BANCORP,BSRR,522110,WESTERN ALLIANCE BANCORPORATION,WAL,522110
37176,48787,1.000609510013004,ON SEMICONDUCTOR CORP,ON,334413,CLEAR CHANNEL OUTDOOR HLDGS NEW,CCO,541850
3102,29768,1.0031169348413385,MYERS INDUSTRIES INC,MYE,326199,SAGA COMMUNICATIONS INC,SGA,516110
6702,16665,1.0051696370380458,LIVERAMP HOLDINGS INC,RAMP,518210,ZIFF DAVIS INC,ZD,513199
44689,57064,1.005631328976624,M E I PHARMA INC,MEIP,325412,OPENDOOR TECHNOLOGIES INC,OPEN,531210
37130,55548,1.0067888852436067,ALPHA PRO TECH LTD,APT,339113,RED ROCK RESORTS INC,RRR,721110
11591,55214,1.0079364128462802,FUELCELL ENERGY INC,FCEL,335910,SOLAREDGE TECHNOLOGIES INC,SEDG,334413
15490,15758,1.0086429670632984,PATHFINDER BANCORP INC MD,PBHC,524210,CH ROBINSON WORLDWIDE INC,CHRW,488510
54721,55109,1.0086697114362284,MALIBU BOATS INC,MBUU,336612,FIRST FOUNDATION INC,FFWM,522110
57341,57936,1.0118537726798928,CORSAIR GAMING INC,CRSR,334118,SMARTRENT INC,SMRT,541512
21402,22856,1.0121605532631957,P V H CORP,PVH,315250,MACYS INC,M,455110
54720,55123,1.0125696160555533,INTRA CELLULAR THERAPIES INC,ITCI,325412,TRIUMPH FINANCIAL INC,TFIN,522110
58659,59315,1.0177252981087532,DERMATA THERAPEUTICS INC,DRMA,621399,HEARTSCIENCES INC,HSCS,339113
43281,53847,1.0177528892564562,WESTWOOD HOLDINGS GROUP INC,WHG,523940,I F BANCORP INC,IROQ,551111
46443,55229,1.0199161520698092,KENTUCKY FIRST FEDERAL BANCORP,KFFB,522180,ETSY INC,ETSY,459999
29930,58499,1.0220906438487938,TALOS ENERGY INC,TALO,213112,KRISPY KREME INC,DNUT,311920
11937,45555,1.0221464548982768,EXPAND ENERGY CORP,EXE,211120,BEACON ROOFING SUPPLY INC,BECN,423330
7013,16455,1.0230161731709988,LAM RESH CORP,LRCX,334413,M K S INSTRUMENTS INC,MKSI,334513
29494,54369,1.0244427293046037,KOHLS CORP,KSS,455110,THERAPEUTICSMD INC,TXMD,325412
57057,57315,1.0251727596750249,A P I GROUP CORP,APG,541910,VONTIER CORP,VNT,334514
16127,54878,1.029639508977116,CLARUS CORP,CLAR,459999,METALLUS INC,MTUS,331110
54109,54959,1.03015109797831,SERVICENOW INC,NOW,541512,INVESTAR HOLDING CORP,ISTR,551111
31967,59380,1.031883574745735,AMPHENOL CORP NEW,APH,334417,COREBRIDGE FINANCIAL INC,CRBG,524113
14888,56662,1.0329114477543697,CARRIAGE SERVICES INC,CSV,812210,FOX CORP,FOXA,516120
11446,52369,1.0363984810673421,MOHAWK INDUSTRIES INC,MHK,314110,GREEN BRICK PARTNERS INC,GRBK,236117
45190,55994,1.0376385883770514,ACADIA PHARMACEUTICALS,ACAD,325412,SOUNDTHINKING INC,SSTI,513210
52547,58697,1.0403895547483637,LULULEMON ATHLETICA INC,LULU,458110,FRESHWORKS INC,FRSH,513210
20584,53923,1.0447921248415657,DILLARDS INC,DDS,455110,MARRIOTT VACATIONS WORLDWIDE COR,VAC,531210
55386,58801,1.046445185998648,PLANET FITNESS INC,PLNT,713940,P10 INC,PX,523910
12583,55417,1.0471343980746588,VIAVI SOLUTIONS INC,VIAV,334516,PENUMBRA INC,PEN,339112
2636,56485,1.0503882720777267,LEGGETT & PLATT INC,LEG,337910,K L X ENERGY SERVICES HDGS INC,KLXE,213112
26284,39177,1.051111342582887,OPPENHEIMER HOLDINGS INC,OPY,523150,TTM TECHNOLOGIES INC,TTMI,334418
2615,3588,1.0543958515416931,LA Z BOY INC,LZB,337121,PARK OHIO HOLDINGS CORP,PKOH,326299
21482,46156,1.0584946032631262,R P C INC,RES,423810,HUNTSMAN CORP,HUN,325211
37716,46272,1.058575913203673,HAWTHORN BANCSHARES INC,HWBK,522110,ENTERPRISE BANCORP INC,EBTC,522110
7980,28947,1.0649779767273249,PLEXUS CORP,PLXS,334418,NORTHRIM BANCORP INC,NRIM,551111
55577,56723,1.0658720959581953,G M S INC,GMS,423310,CORTEVA INC,CTVA,115112
53613,58702,1.0661926792404992,INFUSYSTEM HOLDINGS INC,INFU,339112,AMPLITUDE INC,AMPL,541511
54938,56347,1.0673076714804632,TOWNSQUARE MEDIA INC,TSQ,516210,CHAMPIONX CORP,CHX,423830
42549,54812,1.0682158551930394,UNION BANKSHARES INC,UNB,522110,PAYCOM SOFTWARE INC,PAYC,541511
56158,59312,1.069238581800739,MERIDIAN CORP,MRBK,522110,CITIZENS FINANCIAL SERVICES INC,CZFS,522110
54782,57911,1.0707682175481077,BIO PATH HOLDINGS INC,BPTH,325412,AUDDIA INC,AUUD,812112
53896,55711,1.0731945577415112,XYLEM INC,XYL,333914,VALVOLINE INC,VVV,811111
11576,53043,1.0766414250303853,COLUMBIA BANKING SYSTEM INC,COLB,522110,DIME COMMUNITY BANCSHRS INC NEW,DCOM,522110
8674,56251,1.0782491111942694,FIRST CITIZENS BANCSHARES INC NC,FCNCA,522110,CACTUS INC,WHD,333132
5660,56235,1.0787514795120479,R C M TECHNOLOGIES INC,RCMT,561320,OPEN LENDING CORP,LPRO,525990
15147,54909,1.078832669379729,EPLUS INC,PLUS,423430,CENTURY COMMUNITIES INC,CCS,236115
397,13521,1.0804775028977045,ASTRONICS CORP,ATRO,336413,INSIGHT ENTERPRISES INC,NSIT,541512
14355,54595,1.0807179878997648,OHIO VALLEY BANC CORP,OVBC,522110,VEEVA SYSTEMS INC,VEEV,513210
57007,58712,1.0825331559805678,SCHRODINGER INC,SDGR,325412,BRILLIANT EARTH GROUP INC,BRLT,458310
8048,54703,1.0843010762038676,MICROSOFT CORP,MSFT,513210,ELEMENT SOLUTIONS INC,ESI,325998
12908,52408,1.0866979014896776,OLYMPIC STEEL INC,ZEUS,423510,P R O S HOLDINGS INC,PRO,541511
31208,54790,1.0901250900156403,WATERS CORP,WAT,334516,PAYLOCITY HOLDING CORP,PCTY,541219
2367,13943,1.0927011687213486,INTEL CORP,INTC,334413,INTEGRA LIFESCIENCES HLDNGS CORP,IART,339112
20994,54157,1.093259804300323,INTERNATIONAL PAPER CO,IP,322120,GLOBUS MEDICAL INC,GMED,339112
32158,55850,1.0937742300414492,METTLER TOLEDO INTERNATIONAL INC,MTD,333998,VERRA MOBILITY CORP,VRRM,488999
30033,58562,1.093897164575266,INCYTE CORP,INCY,325412,EVERCOMMERCE INC,EVCM,513210
20662,59022,1.0945292424085507,E Q T CORP,EQT,211120,CRESCENT ENERGY CO,CRGY,211120
370,11052,1.0947613691893179,ACME UNITED CORP,ACU,332215,MONRO INC,MNRO,811114
21587,57224,1.0997811120685639,SEABOARD CORP,SEB,311611,NAUTILUS BIOTECHNOLOGY INC,NAUT,523910
55345,56300,1.1030786876369536,AQUA METALS INC,AQMS,331492,LAZYDAYS HOLDINGS INC,GORV,441210
57941,59179,1.1059642325559014,ALTI GLOBAL INC,ALTI,523910,BITCOIN DEPOT INC,BTM,561499
55196,55568,1.1064067853990018,ROCKET PHARMACEUTICALS INC,RCKT,325412,INTELLIA THERAPEUTICS INC,NTLA,325414
11561,56688,1.1084376827682803,CREDIT ACCEPTANCE CORP,CACC,522291,PAGERDUTY INC,PD,513210
7684,43861,1.110016474273194,ROSS STORES INC,ROST,458110,N V E CORP,NVEC,334413
57011,57213,1.1103891475461294,MULTIPLAN CORP,MPLN,541611,STEM INC,STEM,335312
11901,21603,1.1114260360912978,IAC INC,IAC,624190,SERVOTRONICS INC,SVT,336413
41060,53689,1.1141646692794587,HARVARD BIOSCIENCE INC,HBIO,337127,XTANT MEDICAL HOLDINGS INC,XTNT,325414
10419,47179,1.1157671194718277,G III APPAREL GROUP INC,GIII,315250,A C C O BRANDS CORP,ACCO,424120
53305,54901,1.1158427422950037,PILGRIMS PRIDE CORP NEW,PPC,311615,VIPER ENERGY INC,VNOM,211120
16473,37750,1.1173016735573982,STABILIS SOLUTIONS INC,SLNG,238210,FIRST U S BANCSHARES INC,FUSB,551111
46102,57724,1.1174111422389754,W & T OFFSHORE INC,WTI,211120,UNITED HOMES GROUP INC,UHG,236117
17314,32111,1.1200381023497887,KRATOS DEFENSE & SECUR SOLS INC,KTOS,334220,GROUP 1 AUTOMOTIVE INC,GPI,441110
11592,56857,1.12101610328957,STARBUCKS CORP,SBUX,722511,DYNATRACE INC,DT,513210
12027,58501,1.1222240954597993,MICROCHIP TECHNOLOGY INC,MCHP,334413,N ABLE INC,NABL,513210
56036,59478,1.1287168511613546,RANGER ENERGY SERVICES INC,RNGR,213112,SKYWARD SPECIALTY INSUR GP INC,SKWD,524126
2088,56079,1.1312214442401118,ALLIENT INC,ALNT,334515,ECOVYST INC,ECVT,325180
55474,55625,1.133422006202204,BLOCK INC,SQ,513210,TACTILE SYSTEMS TECHNOLOGY INC,TCMD,339112
56011,57240,1.1406737423010747,SITIO ROYALTIES CORP NEW,STR,523150,HIGHPEAK ENERGY INC,HPK,213112
11600,34788,1.1431227794515717,STRATUS PROPERTIES INC,STRS,237210,MARINEMAX INC,HZO,441222
7922,58488,1.1462222494215908,D S S INC,DSS,541512,SYNAPTOGENIX INC,SNPX,541715
20981,56539,1.1464318581607706,GRIFFON CORP,GFF,332321,RESIDEO TECHNOLOGIES INC,REZI,423690
12083,53842,1.1500726660524998,SANMINA CORP,SANM,334418,CHEFS WAREHOUSE INC,CHEF,424410
24025,54041,1.151373162437459,N P K INTERNATIONAL INC,NPKI,333132,M R C GLOBAL INC,MRC,423830
16130,16365,1.1521842979807586,HACKETT GROUP INC,HCKT,541611,C F BANKSHARES INC,CFBK,522180
36952,37932,1.1568509682125443,EDWARDS LIFESCIENCES CORP,EW,339113,ENTEGRIS INC,ENTG,326199
9002,55595,1.157931341954049,AMERICAN VANGUARD CORP,AVD,325320,ATKORE INC,ATKR,332312
56042,58930,1.1591424476717676,H F FOODS GROUP INC,HFFG,523910,B T BRANDS INC,BTBD,722511
20546,21880,1.1622211287902942,CURTISS WRIGHT CORP,CW,332911,WALMART INC,WMT,455110
20315,20950,1.1628126563490928,BOEING CO,BA,336411,HUMANA INC,HUM,524114
20058,59161,1.1634833206606054,SKYWORKS SOLUTIONS INC,SWKS,334413,ZIMVIE INC,ZIMV,339114
50694,52793,1.164621448214182,DELEK U S HOLDINGS INC NEW,DK,324110,C V R ENERGY,CVI,324110
12740,57258,1.1667097359601457,MEDIFAST INC,MED,311999,AMERICAN WELL CORP,AMWL,513210
20681,21664,1.1677270091630165,F M C CORP,FMC,325180,STANLEY BLACK & DECKER INC,SWK,332510
4761,56720,1.1708771685999868,VALMONT INDUSTRIES INC,VMI,332312,KONTOOR BRANDS INC,KTB,314999
8526,16367,1.1748565725776023,WORLD KINECT CORP,WKC,424720,FIRST CAPITAL INC,FCAP,522180
2706,45379,1.1759642483714998,RANGE RESOURCES CORP,RRC,211120,DOMINOS PIZZA INC,DPZ,424490
10181,57313,1.176396905017113,ISSUER DIRECT CORP,ISDR,513210,UNITY SOFTWARE INC,U,541511
13402,55477,1.1810677985459952,COVENANT LOGISTICS GROUP INC,CVLG,484121,AXSOME THERAPEUTICS INC,AXSM,621111
6533,56459,1.1814418295483575,RICHARDSON ELECTRONICS LTD,RELL,423690,FIRST WESTERN FINANCIAL INC,MYFW,522180
41168,54213,1.1853798999485041,GLOBAL PAYMENTS INC,GPN,518210,WORKDAY INC,WDAY,541511
14931,58023,1.1868258748772877,MICROVISION INC WA,MVIS,334419,COURSERA INC,COUR,541511
56082,57981,1.1869010646934692,VIRGIN GALACTIC HOLDINGS INC,SPCE,488999,GINKGO BIOWORKS HOLDINGS INC,DNA,523910
12194,42540,1.1914753277167351,GENTHERM INC,THRM,336390,CENTENE CORP DEL,CNC,524114
50968,59552,1.1955450759258692,ASCENT SOLAR TECHNOLOGIES INC,ASTI,334413,INTERACTIVE STRENGTH INC,TRNR,459999
53237,58979,1.1964498136438222,FUTURE FINTECH GROUP INC,FTFT,238990,SOCIETY PASS INC,SOPA,541511
13115,52958,1.2162495247712024,PENN ENTERTAINMENT INC,PENN,721110,IRIDIUM COMMUNICATIONS INC,IRDM,334220
56414,57673,1.216509223139917,LANDSEA HOMES CORP,LSEA,236117,DREAM FINDERS HOMES INC,DFH,236117
